id,time,temperature,humidity,pressure,light_intensity,min_wind_direction,max_wind_direction,avg_wind_direction,min_wind_speed,max_wind_speed,avg_wind_speed,accum_rainfall,accum_rainfall_duration,rainfall_intensity,max_rainfall_intensity,heating_temperature,dumping_of_state,pm2_5,pm10
130,1681594193919753216,21.079999924,12.279999733,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.110000610351562,12.2200002670288,79490,365
131,1681594204980615936,21.079999924,12.25,79470,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
132,1681594216044390912,21.079999924,12.239999771,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
133,1681594227105580032,21.079999924,12.18999958,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
134,1681594238168507136,21.069999695,12.239999771,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.290000915527344,0,2,2
135,1681594250230375680,21.079999924,12.220000267,79500,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
136,1681594261293119232,21.079999924,12.239999771,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,3,3
137,1681594272357361664,21.069999695,12.239999771,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
138,1681594283422710272,21.100000381,12.220000267,79480,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,2
139,1681594294490485760,21.079999924,12.199999809,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,2
140,1681594305554766336,21.100000381,12.220000267,79500,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,0,0
141,1681594317618907392,21.079999924,12.199999809,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,1
142,1681594329683992320,21.100000381,12.25,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
143,1681594340748690176,21.069999695,12.199999809,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,3
144,1681594351815215872,21.079999924,12.270000458,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
145,1681594362882868480,21.069999695,12.319999695,79470,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
146,1681594373948063232,21.100000381,12.380000114,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,2,2
147,1681594385012242176,21.069999695,12.279999733,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,1,1
148,1681594396077119488,21.079999924,12.329999924,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,1,1
149,1681594407142457088,21.069999695,12.329999924,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
150,1681594418207783424,21.079999924,12.350000381,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,2
151,1681594429273814272,21.079999924,12.359999657,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,4,4
152,1681594440340305152,21.079999924,12.359999657,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,3,8
153,1681594451404828928,21.049999237,12.399999619,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,2,7
154,1681594462472937728,21.079999924,12.359999657,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,2,2
155,1681594473540231936,21.100000381,12.300000191,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,2
156,1681594484607193856,21.069999695,12.270000458,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,3,3
157,1681594495674036992,21.11000061,12.300000191,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.389999389648438,0,3,13
158,1681594506741130496,21.100000381,12.279999733,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
159,1681594517809078784,21.079999924,12.279999733,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
160,1681594528878377728,21.079999924,12.279999733,79490,365,0,90,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,1
